Asset ID,Road ID,Road Name,Road Authority,Rural/Urban,Road Classification,Road Priority,status,start,end,Locality,length_m,width_m,Area (m2),Condition Ratings,Year of Construction,Comment,OBJECTID (GIS),Road Number (GIS),Asset ID  (GIS),gis_status
140,9991,Waterfall Way,RMS,Rural,Local,N/A,Sealed,0,27608.40775,Bellingen,27608.40775,,0,,1900,,257,9991,100344,Mutiple Chainage
174,9991,Waterfall Way,RMS,Rural,Local,N/A,Sealed,0,99.47101881,Raleigh,99.47101881,,0,,1900,,257,9991,100344,Mutiple Chainage
72,9992,Watson Street,BSC,Urban,Local,101,Sealed,0,209.9116661,Bellingen,209.9116661,4.4,923.611331,2,2009,,259,9992,100346,Mutiple Chainage
116,9992,Watson Street,BSC,Urban,Local,105,Sealed,0,304.8257029,Bellingen,304.8257029,8.2,2499.570764,2,2009,,259,9992,100346,Mutiple Chainage
283,9996,Wheatley Street - Roundabout,BSC,Urban,Local,10,Sealed,0,63.98735644,Bellingen,63.98735644,7.25,463.9083342,2,#N/A,Width measured from map,263,9996,100351,Mutiple Chainage
2959,9996,Wheatley Street 01,BSC,Urban,Local,3,Sealed,0,560,Bellingen,560,9.6,5376,1,1987,,263,9996,100351,Mutiple Chainage
2959,9996,Wheatley Street 02,BSC,Urban,Local,3,Sealed,560,910,Bellingen,350,5,1750,1,1987,,263,9996,100351,Mutiple Chainage
2959,9996,Wheatley Street 03,BSC,Urban,Local,3,Sealed,910,1195.985383,Bellingen,285.9853832,5,1429.926916,1,1987,,263,9996,100351,Mutiple Chainage
102,9998,Whisky Creek Road 01,BSC,Rural,Local,26,Sealed,0,90,Dorrigo,90,4,360,2,1985,,489,9998,100352,Mutiple Chainage
102,9998,Whisky Creek Road 02,BSC,Rural,Local,26,Sealed,90,2980,Dorrigo,2890,4,11560,1,1996,,489,9998,100352,Mutiple Chainage
102,9998,Whisky Creek Road 03,BSC,Rural,Local,26,Sealed,2980,4140,Dorrigo,1160,4,4640,1,1985,,489,9998,100352,Mutiple Chainage
102,9998,Whisky Creek Road 04,BSC,Rural,Local,26,Sealed,4140,4730,Dorrigo,590,4,2360,1,1985,,489,9998,100352,Mutiple Chainage
102,9998,Whisky Creek Road 05,BSC,Rural,Local,26,Sealed,4730,6220,Dorrigo,1490,4,5960,1,1985,,489,9998,100352,Mutiple Chainage
102,9998,Whisky Creek Road 06,BSC,Rural,Local,26,Sealed,6220,6730,Dorrigo,510,4,2040,1,1985,,489,9998,100352,Mutiple Chainage
102,9998,Whisky Creek Road 07,BSC,Rural,Local,26,Unsealed,6730,11223.15592,Dorrigo,4493.155923,3.5,15726.04573,2,1996,,489,9998,100352,Mutiple Chainage
501,9999,William Street - 01,BSC,Urban,Local,68,Sealed,0,159.0916771,Bellingen,159.0916771,7,1113.641739,2,1985,,264,9999,100353,Mutiple Chainage
316,9999,William Street 01,BSC,Urban,Local,98,Sealed,0,180,Bellingen,180,20,3600,2,#N/A,,264,9999,100353,Mutiple Chainage
316,9999,William Street 02,BSC,Urban,Local,98,Sealed,180,350,Bellingen,170,8.2,1394,2,1996,,264,9999,100353,Mutiple Chainage
316,9999,William Street 03,BSC,Urban,Local,98,Sealed,350,690,Bellingen,340,9,3060,2,#N/A,,264,9999,100353,Mutiple Chainage
316,9999,William Street 04,BSC,Urban,Local,98,Sealed,690,833.0720937,Bellingen,143.0720937,9.7,1387.799309,2,1996,,264,9999,100353,Mutiple Chainage
165,10007,Yellow Rock Road 01,BSC,Rural,Local,93,Sealed,0,270,Urunga,270,3,810,2,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 02,BSC,Rural,Local,93,Sealed,270,680,Urunga,410,3,1230,1,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 03,BSC,Rural,Local,93,Sealed,680,1030,Urunga,350,3,1050,2,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 04,BSC,Rural,Local,93,Sealed,1030,2130,Urunga,1100,3,3300,2,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 05,BSC,Rural,Local,93,Sealed,2130,2880,Urunga,750,3,2250,2,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 06,BSC,Rural,Local,93,Sealed,2880,3200,Urunga,320,3,960,2,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 07,BSC,Rural,Local,93,Sealed,3200,5170,Urunga,1970,3.2,6304,1,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 08,BSC,Rural,Local,93,Sealed,5170,5660,Urunga,490,3.2,1568,1,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 09,BSC,Rural,Local,93,Sealed,5660,6340,Urunga,680,6,4080,1,2019,,272,10007,100362,Mutiple Chainage
165,10007,Yellow Rock Road 10,BSC,Rural,Local,93,Sealed,6340,7566.833038,Urunga,1226.833038,6,7360.998228,1,2019,,272,10007,100362,Mutiple Chainage
210,9686,Acacia Drive,BSC,Urban,Local,112,Sealed,0,155.0609895,Urunga,155.0609895,5,775.3049476,2,1985,,16,9686,100020,Copied
77,9687,Acacia Street,BSC,Urban,Local,108,Sealed,0,302.396986,Dorrigo,302.396986,3,907.1909581,1,1973,,17,9687,100021,Copied
25,9688,Adams Road,BSC,Rural ,Local,109,Unsealed,0,1314.602437,Gleniffer,1314.602437,3.2,4206.727797,2,2001,,422,9688,100022,Copied
21,9689,Alex Pike Drive,BSC,Urban,Local,69,Sealed,0,574.600298,Raleigh,574.600298,8,4596.802384,3,1985,,18,9689,100023,Copied
235,9103,Allans Road,,Rural,Local,106,Unsealed,0,1134.738264,Bellingen,1134.738264,,0,5,1900,,8,9103,100010,Copied
222,9690,Allison Place,BSC,Urban,Local,112,Sealed,0,259.4468702,Urunga,259.4468702,8.5,2205.298397,2,1985,,19,9690,100024,Copied
171,9691,Alma Place,BSC,Urban,Local,118,Sealed,0,72.14511995,Urunga,72.14511995,7.6,548.3029116,2,1996,,20,9691,100025,Copied
,15386,Angophora Crescent,BSC,Urban,Local,,Sealed,0,469.3,Urunga,469.3,6,2815.8,1,#N/A,Width measured from Map,383,15386,100500,Copied
81,9692,Ash Street,Crown,Urban,Local,57,Sealed,0,445.0702646,Dorrigo,445.0702646,6,2670.421588,1,1987,,21,9692,100026,Copied
166,9694,Azalea Avenue,BSC,Urban,Local,101,Sealed,0,260.4838934,Mylestom,260.4838934,7.8,2031.774368,3,2009,,23,9694,100028,Copied
145,11079,Bakers Lane,BSC,Rural,Local,113,Sealed,0,674.1888143,North Dorrigo,674.1888143,3,2022.566443,3,1968,,349,11079,100456,Copied
99,9701,Bangalow Street,Crown,Urban,Local,45,Sealed,0,340.9012112,Dorrigo,340.9012112,5,1704.506056,1,1996,,26,9701,100032,Copied
178,9702,Bartletts Road,BSC,Rural,Local,113,Unsealed,0,769.6586878,Dorrigo,769.6586878,3,2308.976063,2,2012,,27,9702,100033,Copied
265,9703,Basin Road,Crown,Rural,Local,N/A,Unsealed,0,1404.4931,Brierfield,1404.4931,,0,,1900,,28,9703,100034,Copied
20,9704,Bayldon Drive,BSC,Urban,Local,94,Sealed,0,553.6292121,Raleigh,553.6292121,8,4429.033697,4,1985,,29,9704,100035,Copied
60,9705,Beach Parade,BSC,Urban,Local,40,Sealed,0,669.0789922,Mylestom,669.0789922,8.5,5687.171434,1,2009,,30,9705,100036,Copied
100,9706,Bean Street,BSC,Urban,Local,68,Sealed,0,217.2003262,Dorrigo,217.2003262,4.5,977.4014679,2,2009,,31,9706,100037,Copied
87,9708,Beech Street,BSC,Urban,Local,58,Sealed,0,596.1491198,Dorrigo,596.1491198,6.2,3696.124543,3,2009,,33,9708,100039,Copied
199,11425,Bennett Road,BSC,Rural,Local,123,Sealed,0,197.0255964,Fernmount,197.0255964,3,591.0767891,3,1968,,508,11425,100459,Copied
132,10232,Berry Street,BSC,Urban,Local,108,Unsealed,0,132.2644319,Dorrigo,132.2644319,3,396.7932956,2,2008,,278,10232,100373,Copied
438,9712,Beverleys Road,BSC,Rural,Local,96,Unsealed,0,2728.082051,Megan,2728.082051,3.7,10093.90359,3,2008,,36,9712,100043,Copied
130,9713,Bielsdown Street,BSC,Urban,Local,53,Sealed,0,358.7779532,Dorrigo,358.7779532,19.4,6960.292291,1,1992,,37,9713,100045,Copied
439,10428,Bishops Creek Road,BSC,Rural,Local,117,Unsealed,0,983.9212647,Darkwood,983.9212647,3,2951.763794,4,2012,,499,10428,100387,Copied
290,9715,Black Street,BSC,Urban,Local,78,Sealed,0,191.2530319,Bellingen,191.2530319,5.4,1032.766372,3,1987,,38,9715,100047,Copied
205,9716,Blackbutt Avenue,BSC,Urban,Local,101,Sealed,0,291.5078815,Repton,291.5078815,5.6,1632.444136,2,1985,,39,9716,100048,Copied
110,9718,Blue Hills Road,BSC,Rural,Local,117,Unsealed,0,1138.228021,Deer Vale,1138.228021,3,3414.684064,2,2001,,426,9718,100049,Copied
259,9719,Boggy Creek Road,BSC,Rural,Local,56,Unsealed,0,4924.766901,Bellingen,4924.766901,6,29548.60141,4,2001,,427,9719,100050,Copied
94,9721,Boronia Avenue,BSC,Urban,Local,88,Sealed,0,284.8047607,Mylestom,284.8047607,7.8,2221.477133,3,2014,,41,9721,100053,Copied
421,9722,Borra Creek Road,BSC,Rural,Local,123,Unsealed,0,373.2957657,Fernbrook,373.2957657,3.5,1306.53518,2,2001,,428,9722,100054,Copied
315,9723,Bowra Street,BSC,Urban,Local,45,Sealed,0,309.5999729,Bellingen,309.5999729,6.8,2105.279816,3,1987,,42,9723,100055,Copied
198,10425,Bowra Street Lane,BSC,Urban,Local,101,Sealed,0,164.9321451,Bellingen,164.9321451,4,659.7285803,4,2009,,288,10425,100385,Copied
195,10014,Bridge Street,BSC,Urban,Local,9,Sealed,0,248.3411595,Bellingen,248.3411595,5.5,1365.876377,2,1981,,492,10014,100364,Copied
264,9728,Briggenshaws Road,BSC,Rural,Local,117,Unsealed,0,519.1523931,Valery,519.1523931,3.6,1868.948615,3,2016,,431,9728,100060,Copied
324,9730,Briner Street,BSC,Urban,Local,101,Sealed,0,183.3028228,Bellingen,183.3028228,3.6,659.890162,2,1968,,46,9730,100062,Copied
13,10639,Brutons Road,BSC,Rural,Local,117,Unsealed,0,685.6119649,Raleigh,685.6119649,3,2056.835895,4,2012,,502,10639,100432,Copied
239,9732,Buffer Creek Road,BSC,Rural,Local,106,Unsealed,0,1742.702682,Gleniffer,1742.702682,4.5,7842.162069,3,2004,,432,9732,100063,Copied
330,9733,Burrawong Parade,BSC,Urban,Local,97,Sealed,0,439.547222,Urunga,439.547222,10.8,4747.109998,2,2009,,47,9733,100064,Copied
162,9735,Cabbage Tree Close,BSC,Urban,Local,116,Sealed,0,167.1279217,Repton,167.1279217,5.6,935.9163617,3,1974,,48,9735,100066,Copied
306,9736,Cahill Street,BSC,Urban,Local,110,Sealed,0,65.74072178,Bellingen,65.74072178,5.6,368.148042,2,1968,,49,9736,100067,Copied
449,14886,Capararos Road,BSC,Rural,Local,101,Unsealed,0,325.49834,Valery,325.49834,3,976.4950201,5,2004,,514,14886,100495,Copied
474,9737,Caseys Lane,BSC,Urban,Local,108,Sealed,0,326.5134425,Bellingen,326.5134425,3.8,1240.751081,1,1987,,50,9737,100068,Copied
,16128,Cassia Close,BSC,Urban,Local,,Sealed,0,54.2,Dorrigo,54.2,6.5,352.3,1,#N/A,Width measured from Map,389,16128,100507,Copied
276,9740,Cedar Court,BSC,Urban,Local,112,Sealed,0,126.8094198,Bellingen,126.8094198,6,760.856519,2,1977,,55,9740,100073,Copied
401,11059,Cemetary Road,BSC,Urban,Local,121,Sealed,0,500.5762659,Urunga,500.5762659,3.6,1802.074557,3,2009,,507,11059,100453,Copied
403,10432,Charlie Smith Lane,Private,Rural,Local,N/A,Sealed,0,230.247332,Bellingen,230.247332,,0,,1900,,291,10432,100390,Copied
59,9742,Christian Parade,BSC,Urban,Local,43,Sealed,0,250.4320565,Mylestom,250.4320565,9,2253.888509,1,1985,,56,9742,100074,Copied
340,9743,Christine Close,BSC,Urban,Local,116,Sealed,0,123.0989324,Urunga,123.0989324,7.9,972.4815663,2,1996,,57,9743,100075,Copied
76,10235,Church Street,BSC,Urban,Local,101,Sealed,0,308.6600302,North Dorrigo,308.6600302,3.5,1080.310106,1,1985,,279,10235,100374,Copied
147,9745,Clarks Road,BSC,Rural,Local,104,Sealed,0,2431.472611,Deer Vale,2431.472611,3,7294.417833,2,1974,,60,9745,100079,Copied
291,9746,Clothier Road,BSC,Rural,Local,112,Sealed,0,240.1415138,Bellingen,240.1415138,3,720.4245414,2,1976,,434,9746,100080,Copied
175,10884,Cofton Close,BSC,Urban,Local,116,Sealed,0,269.3036031,Dorrigo,269.3036031,7,1885.125222,2,1998,,336,10884,100440,Copied
399,11036,Comries Road,BSC,Rural,Local,123,Unsealed,0,428.5654018,Fernbrook,428.5654018,3.5,1499.978906,2,2012,,339,11036,100443,Copied
294,9749,Connell Place,BSC,Urban,Local,116,Sealed,0,105.6712759,Bellingen,105.6712759,8.1,855.937335,2,1987,,62,9749,100082,Copied
416,9752,Corks Road,BSC,Rural,Local,121,Unsealed,0,1938.366172,Deer Vale,1938.366172,3,5815.098517,2,2004,,436,9752,100085,Copied
325,9753,Coronation Place,BSC,Urban,Local,114,Sealed,0,40.7600922,Bellingen,40.7600922,7.7,313.8527099,4,1987,,64,9753,100086,Copied
320,9754,Coronation Street,BSC,Urban,Local,98,Sealed,0,512.9623836,Bellingen,512.9623836,6.4,3282.959255,2,1981,,65,9754,100087,Copied
27,12964,Crawford Close,BSC,Urban,Local,126,Sealed,0,180.2985591,Hydes Creek,180.2985591,7,1262.089914,1,2009,,510,12964,100467,Copied
371,9755,Crescent Close,BSC,Urban,Local,116,Sealed,0,156.700215,Urunga,156.700215,3.3,517.1107094,2,1973,,66,9755,100088,Copied
95,9756,Crescent Street,BSC,Urban,Local,105,Sealed,0,299.3776598,Urunga,299.3776598,7.9,2365.083512,2,1967,,67,9756,100089,Copied
365,9757,Crescent Street East,BSC,Urban,Local,92,Sealed,0,268.8232692,Urunga,268.8232692,8.5,2284.997789,3,1996,,68,9757,100090,Copied
158,9758,Cross Street,BSC,Urban,Local,101,Sealed,0,153.7098123,Fernmount,153.7098123,3.6,553.3553243,4,1996,,69,9758,100091,Copied
183,9762,Cypress Street,Crown,Urban,Local,63,Sealed,0,297.6715431,Dorrigo,297.6715431,5.6,1666.960642,2,2009,,73,9762,100096,Copied
410,9764,Darley and Bains Road,BSC,Rural,Local,123,Unsealed,0,490.6509032,North Dorrigo,490.6509032,3.2,1570.08289,2,2008,,438,9764,100098,Copied
268,10819,Darlingia Place,BSC,Urban,Local,118,Sealed,0,77.02028801,Bellingen,77.02028801,4,308.0811521,2,2009,,334,10819,100438,Copied
432,9765,Davidsons Road,BSC,Rural,Local,119,Unsealed,0,2117.78805,Tallowwood Ridge,2117.78805,4.3,9106.488616,3,2012,,439,9765,100099,Copied
121,11567,Doepel Street,BSC,Urban,Local,63,Sealed,0,159.0916832,Mylestom,159.0916832,7.8,1240.915129,3,1985,,352,11567,100462,Copied
307,9769,Doepel Street,BSC,Urban,Local,112,Sealed,0,169.935896,Bellingen,169.935896,5.4,917.6538386,2,1985,,78,9769,100105,Copied
126,10423,Dolphin Court,BSC,Urban,Local,114,Sealed,0,97.92135804,Urunga,97.92135804,3,293.7640741,2,2009,,286,10423,100383,Copied
1755,15113,Driscoll Close,BSC,Urban,Local,112,Sealed,0,146.8439186,Bellingen,146.8439186,6.1,895.7479036,1,2009,,381,15113,100497,Copied
350,9774,Dudley Street,BSC,Urban,Local,108,Sealed,0,65.80092898,Urunga,65.80092898,3.8,250.0435301,5,1973,,82,9774,100110,Copied
338,9775,Elizabeth Drive,BSC,Urban,Local,116,Sealed,0,246.4636717,Urunga,246.4636717,9.9,2439.99035,2,1974,,83,9775,100111,Copied
380,9776,Elizabeth Street,BSC,Urban,Local,108,Unsealed,0,120.8378249,Raleigh,120.8378249,4,483.3512996,5,2009,,84,9776,100112,Copied
74,9777,Elk Avenue,BSC,Urban,Local,106,Sealed,0,765.0869777,Repton,765.0869777,5.6,4284.487075,2,1968,,85,9777,100113,Copied
285,9537,Elliot Close,BSC,Urban,Local,92,Sealed,0,242.3131856,Bellingen,242.3131856,7.4,1793.117573,1,2014,,11,9537,100014,Copied
213,9778,Elliston Lane,BSC,Urban,Local,110,Sealed,0,83.43885407,Urunga,83.43885407,2.5,208.5971352,1,1977,,86,9778,100114,Copied
144,9779,Elm Avenue,BSC,Urban,Local,65,Sealed,0,645.755526,Dorrigo,645.755526,3,1937.266578,2,1968,,87,9779,100115,Copied
299,9781,Endeavour Drive,BSC,Urban,Local,106,Sealed,0,619.575487,Bellingen,619.575487,8,4956.603896,2,1987,,89,9781,100117,Copied
345,9782,Essex Court,BSC,Urban,Local,110,Sealed,0,35.12420925,Urunga,35.12420925,12.3,432.0277737,1,1998,,90,9782,100118,Copied
263,9783,Evans Street,BSC,Urban,Local,108,Sealed,0,169.9401426,Bellingen,169.9401426,5.2,883.6887415,1,1966,,91,9783,100119,Copied
430,9784,Everinghams Road,BSC,Rural,Local,121,Unsealed,0,1313.360707,Dorrigo Mountain,1313.360707,3.5,4596.762476,2,2008,,442,9784,100120,Copied
327,11060,Fern Street,BSC,Urban,Local,107,Sealed,0,58.45481058,Dorrigo,58.45481058,5.5,321.5014582,1,2009,,347,11060,100454,Copied
250,10435,Fernridge Lane,BSC,Rural,Local,123,Sealed,0,191.831801,Bellingen,191.831801,3,575.495403,2,1968,,500,10435,100393,Copied
225,9786,Ferry Street,BSC,Urban,Local,33,Sealed,0,130.3590965,Urunga,130.3590965,10,1303.590965,1,1968,,93,9786,100122,Copied
190,667,Figwood Drive,BSC,Urban,Local,74,Sealed,0,186.7941959,Bellingen,186.7941959,7.5,1400.956469,2,1968,,1,667,100001,Copied
42,9790,Forest Drive,BSC,Urban,Local,86,Sealed,0,1129.044349,Repton,1129.044349,4.5,5080.699569,2,1976,,95,9790,100124,Copied
281,9791,Foster Close,BSC,Urban,Local,118,Sealed,0,42.87114227,Bellingen,42.87114227,15,643.067134,2,#N/A,Width measured from Map,96,9791,100125,Copied
240,9792,Freida Hicks Drive,BSC,Rural,Local,121,Sealed,0,989.1684731,Gleniffer,989.1684731,4.5,4451.258129,3,1969,,526,9792,100126,Copied
390,14787,Gangara Avenue,Private,Urban,Local,N/A,Sealed,0,154.4,Dorrigo,154.4,5.4,833.76,,2009,,377,14787,100489,Copied
301,9796,George Hewitt Close,BSC,Urban,Local,116,Sealed,0,143.4839815,Bellingen,143.4839815,8.2,1176.568648,2,1998,,101,9796,100131,Copied
312,9797,George Moore Lane,BSC,Urban,Local,105,Sealed,0,187.3576149,Bellingen,187.3576149,3.5,655.7516521,1,1966,,443,9797,100132,Copied
93,9795,George Street,BSC,Urban,Local,88,Sealed,0,121.4152775,Mylestom,121.4152775,7.5,910.614581,3,1985,,100,9795,100130,Copied
12,11037,Godings Road,BSC,Rural,Local,117,Unsealed,0,856.5325175,Gleniffer,856.5325175,3.6,3083.517063,2,2012,,505,11037,100444,Copied
3,9800,Gordon Road,BSC,Rural,Local,123,Sealed,0,405.7144213,Raleigh,405.7144213,4,1622.857685,1,2003,,104,9800,100135,Copied
441,10888,Gossips Road,BSC,Rural,Local,117,Unsealed,0,603.7693635,Urunga,603.7693635,3.2,1932.061963,5,2012,,532,10888,100441,Copied
389,11468,Gravel Pit Road,BSC,Rural,Local,126,Unsealed,0,354.5262102,Bellingen,354.5262102,3,1063.578631,2,2008,,509,11468,100460,Copied
206,9802,Grevillea Avenue,BSC,Urban,Local,101,Sealed,0,161.0400312,Mylestom,161.0400312,7.8,1256.112243,3,1974,,105,9802,100137,Copied
120,9804,Gurney Street,BSC,Urban,Local,79,Sealed,0,717.848871,Raleigh,717.848871,4,2871.395484,1,1979,,107,9804,100139,Copied
442,9805,Hains Lane,BSC,Rural,Local,120,Sealed,0,219.148486,Brierfield,219.148486,3,657.4454579,5,2008,,444,9805,100140,Copied
191,10570,Halpins Lane,BSC,Urban,Local,85,Sealed,0,191.8286737,Bellingen,191.8286737,3,575.4860212,5,2009,,309,10570,100409,Copied
408,9808,Harness Cask Road,BSC,Rural,Local,89,Unsealed,0,6411.051074,Bostobrick,6411.051074,3.7,23720.88897,3,2001,,446,9808,100146,Copied
415,10786,Harveys Road,BSC,Rural,Local,55,Unsealed,0,989.5550581,Deer Vale,989.5550581,4,3958.220232,2,2012,,333,10786,100437,Copied
236,10236,Hayden Street,BSC,Urban,Local,76,Sealed,0,608.5347928,North Dorrigo,608.5347928,3.5,2129.871775,1,1967,,280,10236,100375,Copied
197,9810,Henry Boultwood Drive,BSC,Urban,Local,109,Sealed,0,707.3559727,Fernmount,707.3559727,5.6,3961.193447,2,1996,,112,9810,100148,Copied
370,9812,High Street,BSC,Urban,Local,83,Sealed,0,651.5321939,Urunga,651.5321939,7.9,5147.104332,3,1968,,113,9812,100153,Copied
192,9813,Hill Street,BSC,Urban,Local,88,Sealed,0,369.4611574,Bellingen,369.4611574,4,1477.844629,1,1992,,114,9813,100154,Copied
267,10820,Hilliana Close,BSC,Urban,Local,118,Sealed,0,61.68377724,Bellingen,61.68377724,4,246.7351089,2,2009,,335,10820,100439,Copied
287,9538,Hobson Close,BSC,Urban,Local,116,Sealed,0,219.3335865,Bellingen,219.3335865,7,1535.335105,2,1998,,12,9538,100015,Copied
228,9816,Hollis Close,BSC,Urban,Local,116,Sealed,0,175.8863276,Urunga,175.8863276,5.3,932.1975364,2,1974,,117,9816,100157,Copied
208,9817,Honeysuckle Place,BSC,Urban,Local,112,Sealed,0,242.9971057,Mylestom,242.9971057,6.3,1530.881766,3,1985,,118,9817,100158,Copied
187,9819,Hudsons Road,BSC,Rural,Local,121,Unsealed,0,1411.691913,Megan,1411.691913,3.5,4940.921696,2,2004,,449,9819,100160,Copied
207,9821,Hunter Street,BSC,Urban,Local,108,Sealed,0,141.3816297,Repton,141.3816297,3,424.1448892,3,1996,,121,9821,100162,Copied
15,9562,Hyde Street,RMS,Urban,Local,N/A,Sealed,0,655.3156399,Bellingen,655.3156399,,0,,1900,,14,9562,100018,Copied
105,9825,Hydro Street,BSC,Urban,Local,108,Sealed,0,140.5255587,Dorrigo,140.5255587,5.2,730.7329051,3,1996,,124,9825,100165,Copied
249,13644,Ironbark Place,BSC,Urban,Local,116,Sealed,0,127.8659911,Bellingen,127.8659911,5,639.3299557,2,2009,,360,13644,100472,Copied
420,11038,Jackass Creek Road,BSC,Rural,Local,117,Unsealed,0,1293.024541,Fernbrook,1293.024541,3.5,4525.585893,2,2012,,506,11038,100445,Copied
455,9828,Jackwood Road,RMS - Other,Rural,Local,N/A,Sealed,0,244.9020457,Valla,244.9020457,6.2,1518.392683,1,2009,,128,9828,100169,Copied
89,9829,Jagera Drive,BSC,Urban,Local,55,Sealed,0,537.5464384,Bellingen,537.5464384,5,2687.732192,2,1968,,129,9829,100170,Copied
385,10431,James Eather Way,BSC,Urban,Local,108,Sealed,0,214.3241131,Bellingen,214.3241131,3,642.9723393,3,2001,,290,10431,100389,Copied
339,9830,Jean Close,BSC,Urban,Local,118,Sealed,0,59.59866097,Urunga,59.59866097,7.8,464.8695555,2,1976,,130,9830,100171,Copied
159,10327,Joeliza Drive,BSC,Urban,Local,109,Sealed,0,638.9942486,Repton,638.9942486,5.5,3514.468368,2,1973,,285,10327,100381,Copied
397,9832,John Locke Place,BSC,Rural,Local,121,Sealed,0,506.5096354,Gleniffer,506.5096354,3.2,1620.830833,3,1996,,451,9832,100173,Copied
161,9834,Johnson Avenue,BSC,Urban,Local,57,Sealed,0,196.6749996,Mylestom,196.6749996,7.8,1534.064997,3,2007,,131,9834,100175,Copied
172,11553,Jordan Road,BSC,Rural,Local,116,Sealed,0,341.1854006,Bellingen,341.1854006,3,1023.556202,2,1968,,351,11553,100461,Copied
,15809,Jugiil Close,Private,Rural,Local,N/A,Sealed,0,241.8,Bellingen,241.8,,0,,#N/A,,387,15809,100505,Copied
186,9836,Karabin Street,RMS,Urban,Local,N/A,Sealed,0,936.2162664,Dorrigo,936.2162664,7.6,7115.243624,,1900,,132,9836,100177,Copied
343,9837,Karen Street,BSC,Urban,Local,118,Sealed,0,71.77326069,Urunga,71.77326069,8.9,638.7820201,1,1974,,133,9837,100178,Copied
326,9841,Kethels Road,BSC,Rural,Local,102,Unsealed,0,1099.205944,Hydes Creek,1099.205944,3,3297.617832,5,2008,,454,9841,100183,Copied
280,9842,Kilborne Close,BSC,Urban,Local,118,Sealed,0,44.18778082,Bellingen,44.18778082,6,265.1266849,2,1974,,137,9842,100184,Copied
152,10434,Kimber Close,BSC,Urban,Local,118,Sealed,0,45.69280335,Bellingen,45.69280335,4,182.7712134,2,2009,,293,10434,100392,Copied
138,10586,Kurrajong Lane,BSC,Urban,Local,105,Sealed,0,316.2211989,Dorrigo,316.2211989,3.4,1075.152076,2,1987,,319,10586,100419,Copied
341,9844,Kylie Street,BSC,Urban,Local,116,Sealed,0,143.3911928,Urunga,143.3911928,7.8,1118.451304,1,1992,,139,9844,100186,Copied
333,10433,Lake Court,BSC,Urban,Local,105,Sealed,0,360.8507815,Urunga,360.8507815,3,1082.552344,2,2009,,292,10433,100391,Copied
245,9845,Langtons Road,BSC,Rural,Local,94,Unsealed,0,1824.057356,Deer Vale,1824.057356,3,5472.172068,3,2012,,455,9845,100187,Copied
64,9102,Lilly Pilly Place,BSC,Urban,Local,118,Sealed,0,38.14247996,Bellingen,38.14247996,5,190.7123998,2,1974,,7,9102,100009,Copied
450,11032,Little Hydes Creek Road,BSC,Rural,Local,77,Unsealed,0,4040.450728,Hydes Creek,4040.450728,3,12121.35218,2,2012,,338,11032,100442,Copied
446,9963,Logans Road,Crown,Rural,Local,120,Unsealed,0,314.282973,Valla,314.282973,3.5,1099.990405,,2008,,235,9963,100316,Copied
367,9847,Lourdes Avenue,BSC,Urban,Local,101,Sealed,0,261.924859,Urunga,261.924859,7.4,1938.243957,1,1968,,140,9847,100189,Copied
314,9848,Lovell Street,BSC,Urban,Local,33,Sealed,0,275.4783462,Bellingen,275.4783462,9.6,2644.592123,3,1998,,141,9848,100190,Copied
56,11054,Lucas Avenue,BSC,Urban,Local,116,Sealed,0,148.8026059,Bellingen,148.8026059,6.1,907.6958959,2,2009,,344,11054,100450,Copied
41,9851,Lyon Street,BSC,Urban,Local,94,Sealed,0,1150.352729,Repton,1150.352729,6,6902.116374,2,2009,,143,9851,100193,Copied
194,9850,Lyon Street,BSC,Urban,Local,44,Sealed,0,740.9553102,Bellingen,740.9553102,10.8,8002.31735,4,2009,,142,9850,100192,Copied
418,11039,M Rees Road,BSC,Rural,Local,121,Unsealed,0,643.9269513,Deer Vale,643.9269513,3,1931.780854,2,2012,,340,11039,100446,Copied
258,9852,Mahers Road,BSC,Rural,Local,106,Sealed,0,1443.94012,Bellingen,1443.94012,4,5775.76048,3,2008,,458,9852,100194,Copied
35,9853,Mahogany Street,BSC,Urban,Local,74,Sealed,0,156.7056802,Dorrigo,156.7056802,4.3,673.8344249,1,1998,,144,9853,100195,Copied
427,9855,Majors Road,BSC,Rural,Local,121,Unsealed,0,788.6544605,Dorrigo Mountain,788.6544605,3,2365.963381,2,2012,,459,9855,100196,Copied
211,9856,Marina Crescent,BSC,Urban,Local,116,Sealed,0,234.8560742,Urunga,234.8560742,16.6,3898.610832,1,1985,,145,9856,100197,Copied
335,9857,Marshall Place,BSC,Urban,Local,114,Sealed,0,95.7262213,Urunga,95.7262213,7.7,737.091904,2,1974,,146,9857,100198,Copied
